household_id,household_size,children_count,income_annual_usd,rent_to_income_ratio,credit_score,prior_evictions_count,late_payment_count_last_year,monthly_rent,unit_bedrooms,unit_bathrooms,unit_sqft,building_age_years,utility_cost_monthly,school_quality_index,walkability_score,distance_to_cbd_km,lease_type,landlord_type,voucher_assistance,internet_access_type,heating_type,region,evicted_next_12m,moved_within_12m
988,2.515549341599245,1.0630998801541267,78107.0875595292,0.42032376031299035,681.0310392194647,0.11785013135692488,0.35467372776913303,1221.3214963796565,2.213302911356903,2.1435590458887126,936.289618611605,46.905087889962786,202.0690300269121,51.0428148361562,77.08836400489008,23.22190217862564,month-to-month,corporate,no,cable,oil,south,yes,no
989,6.288733217445607,4.021921432260365,109282.10352488514,0.6555457170119627,758.0054600916501,0.5640163747584565,1.2893496403202351,1467.2642055406811,2.777567094065051,2.7032115662888736,1326.8482355835135,87.31544522782768,287.6371613761701,77.06409089459508,89.59379198852776,25.951503938381027,6-month,private,no,none,other,west,no,no
990,2.172834581929257,1.0551665491336255,45840.18920576351,0.32141312759615775,636.2731143100392,0.04094079149237434,0.12892771149590226,1259.5945305474456,2.375477473971112,1.4352734128456934,794.8353578427823,48.53853202368026,202.31098980350092,47.7357013339802,31.399692023709587,8.99361448741448,month-to-month,corporate,no,cable,electric,east,no,yes
991,4.0131225332319325,1.8131700574719565,63665.80736174266,0.45550249306572754,688.2313086114966,0.48990045888002764,0.35997138000817197,1077.5957298342992,2.1244592965340967,1.6087129363196746,854.9664999119128,49.531823064689846,209.71628276178754,39.196134130018024,49.97599712075627,14.999453496478274,12-month,nonprofit,no,dsl,heat_pump,west,yes,no
992,2.7131891937048582,1.3438086115016212,73526.23826248359,0.380695682778906,665.7036259425868,0.4856341044485679,0.3485514440870396,1226.4301391972986,2.0202727230077517,1.5035124775622783,898.4071768204639,60.52811232084137,211.7036529754388,58.860353772043794,67.72919977400596,10.595958074863116,12-month,nonprofit,no,cable,electric,west,no,no
993,1.416533026024456,0.16898036618926682,34556.88491145703,0.20057088552130736,614.465450924113,0.14282223117653586,0.4867405099218255,955.5799526312638,1.337891209605392,1.4009793944815674,771.8205803440155,20.536259314719615,158.24710370192096,20.25682139443875,34.25910397053008,13.301227083555268,other,public_housing,no,none,other,east,no,no
994,2.7601557982092126,2.2986521922486864,65901.8039335466,0.3155982473793655,728.0029189683414,0.17030855653041838,0.9978863912181702,1293.7518350099288,2.692227439995092,2.0204639104287403,1213.4673078381998,80.66035537202066,242.40933279344625,72.99505516211532,46.395916457053005,19.249874242983562,6-month,nonprofit,no,fiber,gas,north,no,yes
995,1.8634501592355484,1.1534668058853284,49074.83250021371,0.29903193352528606,641.584542024861,0.0008986374996526741,0.08069623078782734,1044.2331487600004,2.1411127944241413,1.4336279114785644,763.764867414362,32.33254181854036,189.83802372922577,40.05679617030097,34.257484463950576,7.990210249735214,month-to-month,corporate,yes,mobile,heat_pump,south,no,no
996,3.2494559862619896,1.0080738931104563,60873.00253972929,0.2728657768883247,644.1652931032869,-0.01617813807564808,0.6226976679765482,1108.6083996044904,1.92582545520101,1.510329187774578,1005.7170806589834,47.040344351841,203.47756462756988,29.514690347288827,64.37099378089576,13.25954089526777,month-to-month,corporate,no,none,other,south,no,no
997,3.816748989080077,1.3034628305624896,71934.1526878886,0.3446870961949715,699.2666964306778,0.20039595093594237,0.6295633335231409,1494.037358183597,1.8771388552941939,2.0616267000659136,917.985951392475,67.84188603116311,213.58898942123486,47.35864342153095,57.28459677361772,18.89902962740464,6-month,public_housing,yes,mobile,other,east,no,no
998,2.173772166325892,1.0938913883803645,53043.874276072704,0.2920250994467728,635.2755274124323,-0.11018143390603811,0.025722182470297505,1065.6268273325818,1.7571134614805446,1.5361633494657991,762.1224145452212,24.447510727268913,189.49986664595815,55.333851012622695,18.74086226364721,16.858561392856043,other,public_housing,no,mobile,other,north,no,yes
999,3.5339706099107326,2.4919236804404754,56800.505568666485,0.3858555578925467,699.8889131222286,0.6241637557922849,1.268538038704047,1299.4384647449929,2.6476181759182364,2.2834388287469127,933.797896072176,43.42633395540421,240.81444950277435,73.30432542877764,53.453322451640055,24.12020542396206,12-month,nonprofit,yes,none,heat_pump,west,no,no
1000,4.314666712756199,2.0019132050941812,77907.97350410622,0.5004408515896708,696.5975031256856,0.23291623161810432,0.5499263941765782,1337.2486953942903,2.7461609736201114,1.639286535990529,941.4156522074142,57.967003270258985,216.34765192628723,67.28537331917839,42.72928827904187,16.988435279766126,6-month,private,no,cable,electric,north,yes,yes
1001,4.821172146193391,2.9186326827377442,74755.21511872618,0.4111373482886997,696.5468744632872,0.26756939820694353,0.8404604273513165,1537.8768593895106,2.6618059926486466,2.0009243195586373,1257.8927025150927,66.18432590427305,237.3920203503373,89.65069052541914,48.37945872084398,16.69948629390732,12-month,private,no,cable,electric,north,no,yes
1002,1.5067290084382774,0.5135234145607606,66996.19907309828,0.38566232217095525,646.9131903962501,-0.06507452434719639,0.109138881437915,1119.8005614370718,1.6786380780778536,1.4680350848298525,807.2294230804906,28.360209096296348,178.47914963150106,24.232685126920536,37.55091860483427,16.76152363881976,6-month,corporate,no,none,gas,north,yes,no
1003,4.203906359785686,2.1748073827519074,59502.03180798115,0.3079689274831462,687.4940923817283,0.15183496249018752,0.573856373729721,1323.6582234084399,2.6866873038563215,2.251604797574578,777.7111225365717,57.95723089983423,247.42766354793855,41.77754265986939,51.293941240282514,17.459364734830125,month-to-month,private,no,dsl,heat_pump,west,no,yes
1004,1.3978160384604035,0.4121492075500648,70291.14741802051,0.3456463490066968,655.8723163981149,-0.07784985410639587,0.4008620246606957,1005.7879575273049,1.1533091842233383,1.9544910349292828,678.5642822535438,41.02000561411662,144.6655526091976,59.72347297886246,54.76568293186662,14.765634004914814,6-month,private,no,cable,oil,west,no,no
1005,4.58738252986051,3.097201490044643,63914.47712042941,0.5042639207707333,698.005618071843,0.284695490177366,0.882244770157286,1341.3026057059005,3.0449803414811516,2.447389411604928,812.7506427420078,49.713140249473824,257.54029388286096,77.96051937757122,64.01034078011315,15.77795980564236,other,public_housing,no,dsl,gas,east,no,no
1006,2.683868194171922,1.2988232508279365,64042.34380631743,0.270651004524686,638.5176152483983,-0.007232161095772738,0.1404707059354865,1086.4353910461193,2.1518658659934236,1.8787351547302207,769.3607049650426,39.30091839288319,175.93924143712727,20.121316141129217,45.99791737716038,18.04015971918459,month-to-month,corporate,no,mobile,other,north,no,no
1007,1.3175806497452554,0.2799684228241812,52893.29850988655,0.3235787360628005,642.4284287623686,0.19874142150126228,-0.11390182226384293,1002.0617528240316,1.1988990503981136,1.1463568174311667,671.2850525378678,42.94721964485485,113.09213632553548,22.51022468772182,27.372092824079804,10.913168380737222,6-month,private,yes,none,oil,south,yes,no
1008,0.9314679504953687,0.6665935619440159,50951.047354888964,0.11590728663823127,623.8208117633716,0.10962716478998394,-0.4644312532391639,807.8983590558394,0.7483523214102377,1.1141914310366614,589.8830159863562,40.259260395351404,166.67760938218902,27.930516541385696,4.552514574518639,12.800962480206787,other,public_housing,no,mobile,electric,north,no,yes
1009,3.759570906724436,2.6145743976012907,83282.72904537931,0.42229635114013936,690.170239347373,0.6063299068061093,1.1665044871294774,1197.1794579936602,2.510211758626559,2.251101757137613,1145.8748158673236,76.94769902066457,281.85624317960736,56.15125618013889,82.14725810741615,15.95104325164495,6-month,corporate,no,cable,oil,north,no,no
1010,2.4635624955449362,0.9968861351103562,55890.99285228831,0.17403108377809134,602.3057827458946,-0.19046922756922258,-0.2069874644456151,1099.9501642864511,1.029053239920127,1.0637792676646718,594.8129234208885,20.561530573004116,179.36481206521478,43.96693004449657,33.0412202427507,3.598327450172949,month-to-month,corporate,no,cable,oil,north,no,no
1011,4.224007121642007,1.1993869727105004,68133.74402419574,0.35137172483151113,687.9080532675462,0.21543901203231008,0.37595056912181124,1277.8070962095715,2.3221144506140456,1.8580852514582638,974.2416508181692,80.21503312431531,181.76817999579404,76.56948736258317,72.05197706692027,17.080534075089826,6-month,public_housing,yes,cable,electric,west,no,no
1012,4.1756244253175545,3.1767030442420534,78092.72505525763,0.38648857017244403,704.0626663763543,0.36700261911672144,0.9448350170444857,1511.748214404096,2.5521056818491004,2.1145702793499113,1061.937173958941,57.1802997918705,240.0303386145061,70.8636967560075,84.14206009336633,18.978575345044693,12-month,nonprofit,no,mobile,other,south,no,no
1013,2.2316885902634973,0.7084403513239305,59609.75468865156,0.3210344186112443,652.3854324942411,0.02591182908549476,0.1744015274029475,1187.0542320815237,2.072583676072533,1.641059126208413,921.7654420479972,53.91847689245537,188.50777656632386,28.603466975275516,59.96893804832063,9.192538201453978,month-to-month,corporate,no,mobile,other,east,no,no
1014,4.658699216465179,1.8545847285468546,74478.34763132074,0.45091914382611387,704.4528198262673,0.7411052985987966,1.302354524177538,1690.990254529353,2.628859168265978,1.9954947285407005,925.0105792371769,77.939361143433,244.91455715859763,83.50976793546019,84.28934255681168,18.52514940273937,12-month,nonprofit,no,cable,oil,south,no,no
1015,4.297971837781537,2.1281418274320103,75597.06848376454,0.3367543922532049,658.0128585012372,0.2383107216345675,1.006290285074111,1386.7547564884878,2.3687815377518087,1.989874986121024,961.0835815974065,64.05790230141048,217.0353683891798,46.14234723781582,54.66732372442123,16.31282160068772,other,public_housing,no,none,heat_pump,north,no,yes
1016,2.581104678084577,0.3346874518424723,56037.01409067718,0.2674595087348639,632.565131378993,-0.2027312936020128,-0.21771935683552746,900.957389634254,1.7831008309500738,1.5982425481917542,898.2243202767805,39.32504823133054,149.76959292620484,41.00435060327236,29.69168789377233,4.72418401099252,other,public_housing,no,cable,oil,east,no,no
1017,3.3876985672692843,0.5958477471400799,55085.30798600937,0.4136953868954065,673.6805865957879,-0.0254913809797407,0.4953186360473034,926.2310089286478,2.253837088484751,1.8812635385325502,776.1074397818835,31.571026775823004,143.28819719358995,42.18575374925022,24.66284942212322,9.042448762637157,6-month,corporate,no,fiber,oil,south,yes,yes
1018,1.1554109327973203,1.2699154572868248,63810.42568231771,0.1639911699541013,617.4848511862521,-0.10633932372725126,-0.20094315960075715,884.1544410263664,1.415126532991196,0.9807547434987599,560.0696457538702,15.426053725023394,120.44587870031287,29.690218686639057,46.895744553897096,9.558886911147724,12-month,nonprofit,no,none,gas,south,no,no
1019,3.0900221182063485,1.544013279190878,54243.46805307243,0.3022394575694936,656.9220928373287,-0.004084559930889561,0.42368405790803754,1374.6769715729408,1.892133432141417,1.3577164113509483,854.5057830018172,29.757165757556667,219.74101756165467,35.571186655463016,52.19086856351292,16.988128874222873,6-month,private,no,cable,electric,west,no,no
1020,3.191164945071253,0.5217456556007722,57911.87832384906,0.26562213377140653,657.8761942468566,-0.1029555273455972,-0.05080863061231777,956.626160214244,1.8649523243456045,1.4781141506029694,911.2793405869305,40.76076713204687,155.1336611181904,41.02080810167474,39.61663920583701,14.974296129904387,6-month,private,no,fiber,gas,west,no,no
1021,3.446093473524347,2.0202687208707686,71095.30154984473,0.41175741352172374,702.3633062682904,0.18790551150501544,0.981910620924743,1347.6705480559233,1.710994404507023,1.7257051536709982,1039.7287325939544,61.380845786902206,212.6336911612494,66.30922335885184,80.5147417304092,23.086625218713827,12-month,nonprofit,no,dsl,other,west,no,no
1022,2.649745682168314,0.04456657852547319,62152.14389629726,0.15607311197953988,616.7539213801863,-0.17358872852452711,-0.294227819782533,1050.953004915992,1.8866163759312182,1.466958966084152,723.0658494934487,27.763938487103346,161.96271087035893,43.33196478284736,34.506794499259435,8.368956063747959,month-to-month,corporate,no,fiber,other,north,no,no
1023,4.859134657056315,2.4198501142040834,84407.85808188771,0.4463761448409599,701.2720177274996,0.33725331112024054,1.3841742269014952,1428.3408217758947,2.4330737668855766,2.3300962867765818,1073.6397789804844,62.77242824953648,237.79316019566403,95.87996535811403,83.30734393751644,28.409873896077087,month-to-month,nonprofit,no,none,other,south,no,no
1024,2.2437779323941633,2.053778870179786,56768.42209160983,0.30391037648574415,650.738185604509,0.0329731559020596,0.6601243451406736,937.2525616208982,1.4896612746491837,1.7495259958885947,885.690874998244,64.88842047878315,181.89374530212368,59.42669296000905,58.94931658239168,16.941946104294527,other,public_housing,yes,none,electric,north,no,no
1025,4.738229154634274,2.8805800029033612,91330.953263196,0.443932606400522,715.4924702250323,0.2917015482871356,0.7802969562310879,1248.8447673660392,2.540141945809716,1.8898610903506203,1055.1154838742343,57.345340093293686,235.11338929261382,57.770601468627206,90.74579159332262,26.026329731836615,6-month,private,no,fiber,other,west,no,no
1026,3.9085271961304144,2.6722139505124645,79508.52226698585,0.3973616632258444,708.771658226415,0.1809243230918018,1.5353446127131796,1422.569798108653,2.122091058827195,2.3995743482566247,951.5452550678132,62.72614408572251,245.84747696541876,45.95311581755052,55.169129345917824,22.25415240682416,6-month,private,no,dsl,heat_pump,east,no,yes
1027,1.112996469041635,-0.2583103954063246,54767.31077065221,0.250024476841415,609.0127889234442,-0.26399184634247164,-0.40830446868275205,896.9513891949681,1.144628784790855,1.0728841763872503,503.27611924016674,23.520816221796945,163.78459091716246,17.66324877858376,28.624357520593136,3.06111479230926,month-to-month,nonprofit,no,fiber,heat_pump,south,yes,no
1028,2.0590924735217486,1.5033192580168897,58422.200736489685,0.2716755309830001,651.6884091379155,-0.049023387223198975,0.03698300150917738,1034.3087415892537,1.7645069020844575,1.8874451999179158,758.0825017011982,46.64068053784303,218.84093591802014,42.07330283690366,15.785802330486291,14.955635834609035,other,public_housing,no,dsl,heat_pump,west,no,yes
1029,3.1069216648049407,0.9017626791420874,62265.8140169141,0.3712826683187448,656.1155493413921,0.09712629429317726,0.9371306285731622,1207.9526849974645,2.176522010583962,2.1059114419231895,750.8828588538514,63.26299975612251,205.64989511144609,42.68059006675164,63.83620904648896,13.038502253907032,month-to-month,corporate,no,none,heat_pump,west,no,no
1030,3.661867158890917,0.5931905975514578,62712.03337335104,0.38095273468303725,636.1089024966136,-0.0022505458269219403,0.25887587772704396,1268.9185009709438,1.4625794703093067,1.2746827238354337,778.391844769896,56.51970071204933,189.20250676414872,57.68771352347365,56.620587018195934,13.456479290127328,12-month,nonprofit,no,none,other,north,no,no
1031,4.3198902321685635,2.041806909766139,78982.2432332212,0.35761250226179053,691.8142766564405,0.19689145735512992,0.7232954491799025,1205.8560267889384,2.886142225385312,2.1519847245590986,996.4738452918681,46.834109271141294,223.52063905166335,67.23019261387488,61.18436731029355,23.359468314269296,month-to-month,corporate,no,mobile,gas,west,no,no
1032,2.5476298720451585,1.974811648310949,59693.480233269045,0.45445141753247364,705.4389266653383,0.11855156399621113,0.24930187342190985,1396.6260773211345,1.5797011761977644,2.103858405413747,1059.9664328230767,54.737077214917505,241.69022906318486,53.46030774048041,49.257822537619205,20.210482980505425,12-month,nonprofit,no,dsl,oil,east,yes,no
1033,2.157455198547013,2.167997937518523,60297.4701583148,0.36464509023799196,658.684903548409,0.5041464141370211,0.2036888893898588,1216.832245170846,1.6910697179402232,1.4026175529712244,714.5231274244265,54.93534120956478,213.23682422239128,61.52829595245518,32.21655409550557,14.177267114249306,6-month,private,no,fiber,heat_pump,north,no,yes
1034,1.293237681478079,0.935878581465909,38364.26149001699,0.2739197142216635,601.1545248676475,-0.20788831356954568,0.1411408408279448,1103.268399410864,1.5115348347788977,1.346589176678263,652.0146525055993,33.34844532909706,137.281498891107,15.774098599970237,12.678121337783473,4.520467098187215,6-month,private,no,dsl,electric,north,no,yes
1035,3.754866106913368,1.9098517811903457,76732.55201557858,0.3809912736972191,713.9575108094983,0.22816808951651224,1.122760869925072,1292.359612364946,2.4014735996539067,1.8989429228077208,1060.2331231025605,66.47951110941324,219.15946302931616,73.94942234337122,45.42271170152867,21.116073938816516,other,private,no,fiber,gas,north,no,yes
1036,3.111478310570423,1.819085475965133,76245.73842368579,0.5017395427392041,705.3371172810934,0.2965043686463966,1.2201319656502019,1355.7728853661645,2.8934682312968967,1.878985320761437,972.9897106571613,71.56354737835953,227.9664237708456,86.29364138364977,88.96594262087308,19.955887936593406,6-month,private,no,none,gas,west,yes,no
1037,3.499829363469312,1.989588918461207,70049.9150133154,0.37869752868007345,688.572482879958,0.16881260898540348,0.5404972283874333,1432.8685692493532,2.161020798343601,2.158289675330669,890.7511829218066,43.90515590759047,243.62072223182275,41.21390545523318,52.441694895517735,19.260104546921674,6-month,private,yes,none,gas,south,no,no
1038,1.452163421141663,0.8691348834229775,49049.08059844678,0.14591413658742214,606.4112863937189,-0.153017588469246,0.2518666126086132,863.6986559731272,0.899219826278945,1.5894874012569502,864.4895578293923,29.124814926833885,152.86159250562855,21.708241797863796,39.40378022159319,12.991798954341402,other,public_housing,no,cable,heat_pump,north,no,no
1039,2.9100106832164543,1.027110334605896,62571.41113994588,0.3346789270386151,668.2910506281055,0.13088560968269772,0.9472034729400529,1360.9394272450845,1.8367619001063162,1.9608753147745002,846.229522888256,69.18479994752434,211.91974242019398,34.607561743472786,48.1188128737336,15.115511798461853,6-month,private,yes,none,heat_pump,south,no,no
1040,1.4237626263778012,1.2602970698885332,55065.39757860628,0.16945477657695462,636.105457172794,-0.1308248909350811,-0.19560334909897237,1045.8573993557786,0.9002364599824151,1.2904800166743848,941.7709022472259,32.235234715728254,227.7472802285451,49.42725043516526,21.363950551996368,6.536996070283866,other,public_housing,yes,none,other,north,no,yes
1041,5.233507352366766,2.877517331838364,81273.74249985734,0.5951173957301141,716.5367746795065,0.3578599493563118,0.9635380424312845,1601.8750844334809,2.825791119673943,2.2106533443277963,1215.3826258604372,85.36953074170293,216.6690953261525,87.25815497494668,92.75961593934153,28.246018706504476,other,public_housing,no,none,gas,north,yes,no
1042,5.761008782334052,2.749214998788278,92253.67512039749,0.5934868376187983,763.1647450442679,0.4909015151624724,1.7374238528573898,1735.9695939408261,2.722201257595952,2.8820217466105627,1394.383129754161,87.32105930033134,264.4455638794676,92.22309707699222,77.73465844531229,23.551636071839734,6-month,private,no,fiber,gas,west,yes,yes
1043,2.7924746004075427,0.8226180109791905,68790.59989584124,0.4285903911209237,702.5034814296782,0.12279218921031923,0.7619572747852532,1097.671499316904,2.309985765650274,1.676632966844265,1065.8870030770454,37.98772118554438,188.08075811616774,47.93356809619112,35.18972915428925,23.45412552819264,month-to-month,corporate,yes,fiber,heat_pump,north,yes,yes
1044,4.959508468688467,2.876212887604375,73856.94897220907,0.39549222450787,692.3036790847251,0.24109325627210726,0.870911483013379,1444.1556443492802,2.482633999422631,1.9679832808445656,868.2447169126981,76.26779754861498,190.48669406425847,64.11126914117492,53.22125676283388,24.63073912138408,12-month,corporate,no,cable,electric,west,no,yes
1045,3.8397519803071054,2.6524498211303267,78205.4983041196,0.3619759253746126,677.9123346200894,0.2850206265728987,0.915602236889566,1557.2747991698927,2.5673705002869367,2.4029073878283445,1126.6578865870856,67.45968562274327,258.6153790053796,48.36977017918287,84.20413135972433,19.041515035990297,month-to-month,corporate,no,cable,other,south,no,no
1046,1.3461477975022924,0.17488279014475872,26146.5043301306,0.2856227843423115,636.0345246852181,-0.2726573337404636,-0.053506582046974005,951.3421935660854,1.5620459094833339,0.9489131999161583,543.2555178956363,12.158350957164103,113.58226297043575,4.017580111073897,35.164224258849245,5.146715998314532,month-to-month,corporate,no,dsl,gas,west,yes,no
1047,4.090078583852694,1.040095349898733,64738.28416297407,0.3574835338821482,679.9619356922223,0.18357488822745632,0.4154640802747074,1176.1488266431118,2.530322558991845,2.0251475043835407,959.7029415367474,51.36981758478945,234.32936074847737,72.01194721998269,65.03532145037397,13.327652473853757,12-month,public_housing,no,dsl,electric,west,no,no
1048,2.4648408110146067,1.0385072563276265,58466.196625508586,0.26667745630459544,667.7405410692566,0.07117304685207629,0.8568616884502099,1124.4704230284165,1.5842268011199017,1.670339018989178,1000.047773630019,64.21516059741069,166.46047066882093,66.46616101005642,54.93256660936805,20.61462823766319,other,public_housing,no,dsl,oil,south,no,no
1049,2.679974516539393,1.452327971122842,76674.23053244803,0.22328635759052037,665.0637095698349,0.007999316302449447,0.5531919050705548,1291.1099965008111,1.9035358787564862,1.9570724396295107,825.6713028427881,28.79327722902637,188.3937592084449,67.49367086899392,48.693286329422804,11.828840809262008,month-to-month,corporate,yes,mobile,heat_pump,east,no,no
1050,3.1115514505450372,1.035964319809517,77736.22081729754,0.2666351540484013,655.1285315311071,0.04683493602942432,0.22108208430366372,973.2175265550921,2.0208770689009454,1.4311374248357127,933.2825380778469,45.70893385690478,202.47220984418792,56.2397252477968,50.955205162024,11.897907327098975,6-month,private,no,dsl,heat_pump,west,no,no
1051,1.8196617024115072,0.9420872603431536,51224.030329324174,0.32914999717710425,635.4590270143042,-0.23875958804763414,-0.32891321864693424,1075.4772062726777,0.8978453090150265,1.2661600077796986,743.2276781954936,47.58801687101846,141.66528167160905,28.044862347176633,17.700450608897633,13.269775777167666,month-to-month,corporate,no,cable,gas,north,yes,yes
1052,1.4059744920041302,0.7587518378394362,39646.32102686273,0.06493338562095463,617.2870309700123,-0.32024612738726443,-0.08894019989746216,1028.2030896011197,0.6939049120397243,1.2458036104205468,820.3869514361857,5.260777738886496,149.4207140860296,13.918192983227563,30.69624129269944,8.969703337780075,other,public_housing,no,mobile,oil,east,no,no
1053,3.7478925196659443,2.4386990898556387,80315.11069599909,0.5427946632035214,710.5252970761487,0.2533106252667108,0.775371406986936,1355.120921689414,2.192207338403354,2.2937321390328123,1184.5381751872562,58.73987977080587,242.05034576856931,70.133052128742,85.52280299304034,21.329883865817717,month-to-month,corporate,yes,dsl,other,north,yes,no
1054,2.349067130849684,1.3762999900482715,46964.40788752395,0.1707198937963869,640.8790368397272,-0.14670034101999352,0.2793039832489614,857.5761856686056,1.030577860872218,1.4489091346549,492.12608874547936,25.1635878355694,174.97427418281646,20.953249826938105,19.62906256116749,7.4381214227141115,other,public_housing,no,cable,oil,west,no,yes
1055,1.6927932966847377,1.0178253297218554,57699.65459348979,0.3766897179849106,641.5188099698254,-0.08901729659445005,0.5911900675878037,1009.0763989202114,1.3737970318908348,1.182911309751208,932.6379951769846,44.8578655769311,163.6018250941048,50.811051659897785,43.18048340953476,14.685426109396301,12-month,nonprofit,no,cable,gas,east,no,no
1056,3.148313308577231,1.246027877515095,65548.82879823279,0.3610776331340151,640.8987414427476,0.024112835802066176,0.662435510402858,1322.2464539294606,1.9529213366319926,1.5669962759877305,893.0696311885345,49.684793846956936,195.33245622898858,31.793353050015313,50.86542384181231,14.030985285331491,month-to-month,corporate,no,cable,gas,south,no,no
1057,2.5802527995691866,1.424373958262748,56794.81378960189,0.40205667440052306,684.6659272178374,0.01478463589561771,0.17635770680137403,1114.2111997922184,1.4400429516471807,1.5644053606018706,867.1085620147354,54.43975881403965,228.7243176392286,45.376617509348876,27.41864999820728,15.251490113952183,other,public_housing,no,mobile,electric,west,yes,yes
1058,3.1936004317786155,2.8162976146834087,76152.37545604582,0.4898197111096376,666.6442910649906,0.28014778130047946,0.8175998280420638,1385.4555554422482,2.546712418418765,1.9964847551243499,1063.418282465519,64.31979140168836,218.01671599409346,59.42905228156387,80.26913045522765,23.292089701446354,other,public_housing,no,none,other,south,no,no
1059,1.8441019132744214,-0.0590336199191992,48956.219331317756,0.28254049910367374,631.3343737955505,-0.24645237081868787,-0.24716866657759806,998.3937344127539,0.8782032850551842,1.2448695547715563,784.0672565182623,23.35054482955141,201.34626359102197,29.876019965870015,16.857755436990452,10.479663016172365,6-month,private,no,dsl,electric,north,no,yes
1060,3.5843841853054426,2.7000069891862655,78683.05202438675,0.38362382512110693,678.2932449828442,0.31084517317689153,0.972585384433112,1601.1071499662048,2.7760285972264827,2.387159471375371,960.6789958600235,69.20218272209618,219.31531221217705,73.95104450148507,89.85017148900528,25.5754214562713,month-to-month,corporate,yes,none,electric,north,no,no
1061,2.6996678116804933,1.2970375659252666,60064.855659407076,0.3581345550085224,677.6317745700553,-0.0541362524158054,0.0025339092423275478,1155.7862948436068,2.1034590207667043,1.2897945015362042,752.5542364664105,22.403933837643297,170.4069853693963,45.34004536327807,60.092110922176985,9.352658371065198,12-month,nonprofit,yes,cable,other,north,yes,no
1062,3.8787374770166583,2.1087711274368037,81578.8314522157,0.46161719803052254,709.3170725125907,0.7861478391525962,1.0441709795124279,1589.4130953266465,3.314340294442734,2.1152764633554724,1210.7779759640766,81.953990695639,309.85606349438655,75.45691707534787,73.32852712554222,24.920273399215255,month-to-month,public_housing,no,fiber,heat_pump,east,no,no
1063,2.676480730932953,1.1439689858929223,52881.162607424005,0.3287417358597439,628.128369582286,-0.17319166850210582,0.6750650035658596,1184.8441510777402,1.7899929137869666,1.666079909458262,798.560183695947,26.482305398901808,136.69359264507108,22.768947122151953,21.036080346046212,5.8339197023939295,month-to-month,corporate,no,fiber,electric,south,yes,no
1064,3.4989542023275595,1.3519659560032165,64174.963453229175,0.348807420424942,654.6782817162482,0.20009967548820562,0.6621920541465309,1330.9992298507962,1.8615217881383974,1.9382406488567256,1190.7036059327693,51.44073353826118,228.45037855759614,54.71952800567912,58.643833826579375,14.119843802679096,6-month,private,no,mobile,heat_pump,north,no,no
1065,5.3201634937493445,3.5500798306553336,90545.90756781555,0.505482130629421,714.9071106601202,0.47102639836091525,2.365022836563558,1739.5755921508949,2.6902529367023518,2.315654049273479,1203.628558256891,86.82925115471144,253.53676899200264,94.56504638704313,104.45727793282639,26.807279778505304,12-month,nonprofit,no,none,other,west,no,no
1066,3.814028175778286,2.7109757856792247,86645.81139054705,0.36369214470311007,686.6111673601812,0.25819534422497964,0.6348395639164492,1154.6984934718398,1.8788285182539335,1.9757408044679414,1050.7295878555203,69.8158148572698,230.423346181689,71.44674287314245,87.31760907092112,18.559588762535185,6-month,private,no,none,electric,south,no,no
1067,4.970687758770632,2.7904237835459913,92938.52509150791,0.6398099455661166,762.0213219172823,0.9031119406040654,1.2341690854031353,1447.525131789478,3.281343814110765,2.5275991713402783,1099.4965174212234,77.61864582256405,254.6085232719963,103.87877790739364,87.99928855361728,20.812712670087716,other,public_housing,no,fiber,gas,east,yes,no
1068,3.0106285623210494,1.3562747065879943,66548.14517847255,0.22529241595566726,632.8577171780266,-0.03790253431109551,-0.06063281648920382,1061.7706296705837,1.2142604026247805,1.77767029132689,739.1466182064172,34.71779813201261,192.109156071571,17.70975440870603,30.97122548681563,16.160808745670554,6-month,private,no,fiber,electric,south,no,no
1069,3.2674866114264414,2.30914978538425,63666.51113435328,0.4399819756386222,688.5356918061417,0.14148507337674024,0.40451661236860176,1220.5550249695373,2.51530186927711,2.10084627744717,812.5639481950168,43.556252042728616,186.91738798941162,47.17524593825464,40.850806117957504,13.062749141271029,other,public_housing,no,none,other,south,yes,yes
1070,1.5749105800707446,1.202172737021399,74616.64548524248,0.3694269987093262,666.7210906437011,-0.09869096416949662,0.4591338338106622,1028.410140758325,1.5356751575558114,1.5955391104552765,774.2960728924447,35.01687218746967,155.89730154805335,15.762563086509388,49.720794484697485,11.808618893030673,other,nonprofit,no,fiber,heat_pump,west,yes,no
1071,2.3362187240042585,1.2070526229497223,64539.15894459898,0.44427425981782726,687.2039538822535,0.057956013755893696,0.5324079481971692,1270.1379000064594,1.6979280306488662,2.023415522250211,874.4435077291175,69.28404321612985,157.8445358356698,59.50030324883092,64.80536582846989,16.168313154543434,other,public_housing,yes,none,electric,west,yes,no
1072,0.9755631130853799,-0.6733363469899252,39616.7826059219,0.2417524833249387,602.6922639451792,-0.4390343798459018,-0.43895692745394943,516.1242698604472,0.7606178029941515,1.0336228361778126,414.25112714060185,-0.6492488056014238,134.8727837640561,-9.303637655255955,-4.509902580420864,-0.7725253170027475,month-to-month,nonprofit,no,cable,other,north,yes,yes
